return_id,order_id,return_date,return_reason,return_status,refund_amount,reverse_shipping_cost,restocking_loss
701461,907750,2024-11-13,Changed Mind,Approved,11450.0,101.47,2461.75
701462,907760,2025-01-29,Changed Mind,Approved,3540.0,74.76,287.62
701463,907763,2025-04-03,Not as Described,Approved,10800.0,132.71,2322.0
701464,907774,2024-05-30,Wrong Item Delivered,Approved,1320.0,155.33,204.6
701465,907776,2025-01-13,Changed Mind,Approved,1770.0,146.51,287.62
701466,907813,2025-04-05,Not as Described,Approved,2600.0,97.1,442.0
701467,907817,2024-08-17,Size/Fit Issue,Approved,7480.0,142.31,635.8
701468,907818,2024-04-29,Defective/Damaged,Approved,2450.0,85.32,441.0
701469,907823,2025-01-02,Not as Described,Approved,3700.0,119.8,629.0
701470,907825,2025-01-24,Size/Fit Issue,Approved,3900.0,117.14,663.0
701471,907835,2024-09-11,Size/Fit Issue,Approved,2600.0,143.7,442.0
701472,907840,2025-02-17,Defective/Damaged,Approved,9950.0,167.72,2139.25
701473,907843,2024-09-20,Defective/Damaged,Approved,3900.0,73.59,663.0
701474,907849,2024-10-15,Not as Described,Approved,1320.0,112.46,204.6
701475,907855,2024-11-07,Defective/Damaged,Approved,1320.0,88.77,204.6
701476,907861,2024-06-22,Changed Mind,Approved,3740.0,134.04,635.8
701477,907868,2024-10-26,Changed Mind,Approved,2150.0,120.59,349.38
701478,907876,2024-08-09,Wrong Item Delivered,Approved,1130.0,63.31,175.15
701479,907885,2024-12-06,Defective/Damaged,Approved,2260.0,105.58,163.85
701480,907886,2024-05-30,Size/Fit Issue,Approved,1770.0,95.53,287.62
701481,907888,2024-07-22,Changed Mind,Approved,3170.0,82.97,570.6
701482,907898,2024-05-18,Changed Mind,Approved,2550.0,161.98,459.0
701483,907901,2025-01-04,Size/Fit Issue,Approved,1770.0,89.27,287.62
701484,907906,2024-05-25,Size/Fit Issue,Approved,1110.0,104.96,180.38
701485,907908,2025-04-05,Defective/Damaged,Approved,13140.0,108.17,2825.1
701486,907911,2024-08-04,Not as Described,Approved,11450.0,105.04,2461.75
701487,907912,2025-01-16,Changed Mind,Approved,4500.0,114.73,405.0
701488,907920,2025-03-18,Size/Fit Issue,Approved,1960.0,84.62,318.5
701489,907922,2024-04-21,Changed Mind,Approved,910.0,117.57,141.05
701490,907924,2025-02-21,Defective/Damaged,Approved,810.0,99.42,117.45
701491,907926,2024-12-14,Not as Described,Approved,3000.0,91.24,510.0
701492,907927,2025-02-18,Changed Mind,Approved,910.0,101.18,141.05
701493,907931,2024-06-04,Not as Described,Approved,3540.0,115.96,287.62
701494,907936,2024-10-23,Changed Mind,Approved,540.0,177.55,78.3
701495,907938,2024-10-15,Not as Described,Approved,810.0,92.28,125.55
701496,907954,2024-07-10,Changed Mind,Approved,1130.0,123.73,163.85
701497,907959,2024-07-21,Not as Described,Rejected,0.0,88.53,0.0
701498,907962,2024-09-24,Changed Mind,Approved,3540.0,63.33,287.62
701499,907972,2025-01-25,Not as Described,Rejected,0.0,106.65,0.0
701500,907974,2024-06-02,Defective/Damaged,Approved,13790.0,95.29,2964.85
701501,907977,2025-03-21,Size/Fit Issue,Approved,3700.0,164.01,629.0
701502,907978,2024-12-03,Size/Fit Issue,Approved,970.0,175.21,157.62
701503,907983,2024-12-31,Not as Described,Approved,12810.0,132.91,2754.15
701504,907985,2024-07-01,Not as Described,Approved,3700.0,64.13,629.0
701505,907990,2024-11-19,Defective/Damaged,Approved,1320.0,155.15,204.6
701506,908000,2025-04-13,Defective/Damaged,Approved,3480.0,63.98,313.2
701507,908006,2024-10-08,Size/Fit Issue,Approved,1870.0,136.74,303.88
701508,908009,2024-12-02,Defective/Damaged,Approved,1080.0,154.45,194.4
701509,908010,2024-04-23,Changed Mind,Approved,1510.0,132.36,245.38
701510,908011,2024-04-26,Defective/Damaged,Approved,12780.0,77.43,2747.7
701511,908012,2024-07-06,Changed Mind,Rejected,0.0,174.12,0.0
701512,908014,2024-11-18,Size/Fit Issue,Approved,1870.0,131.4,303.88
701513,908016,2025-03-05,Size/Fit Issue,Approved,2370.0,161.32,402.9
701514,908024,2024-10-26,Size/Fit Issue,Approved,2150.0,147.2,349.38
701515,908028,2024-09-09,Defective/Damaged,Approved,1390.0,147.59,215.45
701516,908033,2025-03-16,Changed Mind,Approved,1740.0,101.84,313.2
701517,908041,2024-08-13,Defective/Damaged,Approved,3150.0,164.07,567.0
701518,908062,2024-09-02,Defective/Damaged,Approved,2450.0,95.75,441.0
701519,908073,2024-12-14,Changed Mind,Approved,1110.0,150.69,180.38
701520,908075,2024-05-10,Changed Mind,Approved,890.0,179.48,137.95
701521,908090,2024-11-01,Defective/Damaged,Approved,12810.0,107.1,2754.15
701522,908093,2025-04-06,Size/Fit Issue,Approved,1190.0,60.49,193.38
701523,908095,2024-10-14,Defective/Damaged,Approved,25560.0,129.68,2747.7
701524,908109,2025-03-05,Defective/Damaged,Approved,10800.0,96.97,2322.0
701525,908116,2024-06-12,Changed Mind,Approved,1130.0,96.15,175.15
701526,908121,2024-09-12,Not as Described,Approved,1320.0,126.78,204.6
701527,908122,2024-10-30,Not as Described,Approved,3170.0,137.33,570.6
701528,908133,2025-02-18,Changed Mind,Rejected,0.0,83.29,0.0
701529,908134,2024-10-03,Size/Fit Issue,Approved,7800.0,136.21,663.0
701530,908138,2025-03-04,Size/Fit Issue,Approved,1190.0,80.22,193.38
701531,908151,2024-11-03,Defective/Damaged,Approved,1990.0,98.99,358.2
701532,908154,2024-08-06,Size/Fit Issue,Approved,3000.0,131.15,510.0
701533,908162,2024-07-29,Not as Described,Approved,1080.0,124.48,194.4
701534,908165,2024-09-12,Size/Fit Issue,Approved,5200.0,102.48,442.0
701535,908169,2025-03-04,Size/Fit Issue,Approved,2560.0,160.32,435.2
701536,908171,2024-04-13,Size/Fit Issue,Approved,1190.0,120.6,193.38
701537,908177,2024-09-22,Defective/Damaged,Approved,510.0,119.77,73.95
701538,908186,2025-04-01,Size/Fit Issue,Approved,3740.0,179.3,635.8
701539,908189,2025-01-17,Defective/Damaged,Approved,3000.0,88.08,510.0
701540,908191,2024-12-27,Changed Mind,Approved,1870.0,129.74,303.88
701541,908194,2024-08-15,Size/Fit Issue,Approved,1770.0,132.36,287.62
701542,908200,2024-09-23,Size/Fit Issue,Approved,1190.0,64.46,193.38
701543,908202,2024-10-02,Changed Mind,Approved,2600.0,99.88,442.0
701544,908208,2025-04-02,Defective/Damaged,Approved,590.0,89.98,85.55
701545,908210,2025-02-25,Changed Mind,Rejected,0.0,123.77,0.0
701546,908226,2024-12-21,Defective/Damaged,Approved,1740.0,169.38,313.2
701547,908227,2025-02-12,Size/Fit Issue,Rejected,0.0,172.91,0.0
701548,908244,2025-01-09,Defective/Damaged,Approved,3170.0,90.84,570.6
701549,908261,2024-08-05,Not as Described,Approved,13140.0,159.13,2825.1
701550,908268,2024-09-08,Size/Fit Issue,Approved,1510.0,69.27,245.38
701551,908278,2024-09-03,Size/Fit Issue,Approved,1190.0,86.61,193.38
701552,908285,2024-09-29,Defective/Damaged,Approved,19900.0,74.52,2139.25
701553,908287,2024-05-11,Not as Described,Approved,810.0,174.92,117.45
701554,908289,2024-07-02,Not as Described,Approved,1740.0,70.38,313.2
701555,908290,2025-02-02,Not as Described,Approved,1390.0,175.85,215.45
701556,908292,2025-02-10,Size/Fit Issue,Approved,2370.0,79.24,402.9
701557,908293,2024-07-19,Size/Fit Issue,Approved,5200.0,68.76,442.0
701558,908300,2024-05-20,Wrong Item Delivered,Rejected,0.0,117.51,0.0
701559,908301,2025-02-09,Better Price Found,Rejected,0.0,68.3,0.0
701560,908312,2024-06-19,Defective/Damaged,Approved,12810.0,136.26,2754.15
701561,908313,2025-03-04,Changed Mind,Approved,4300.0,124.31,349.38
701562,908314,2024-09-22,Defective/Damaged,Approved,3370.0,109.55,572.9
701563,908322,2025-04-05,Size/Fit Issue,Approved,1110.0,63.41,180.38
701564,908330,2025-03-15,Defective/Damaged,Approved,890.0,179.6,137.95
701565,908336,2025-02-16,Changed Mind,Approved,1560.0,115.65,241.8
701566,908339,2024-09-18,Defective/Damaged,Approved,3370.0,109.2,572.9
701567,908340,2024-06-22,Size/Fit Issue,Approved,1870.0,100.69,303.88
701568,908350,2024-12-31,Not as Described,Approved,410.0,147.25,59.45
701569,908352,2024-04-27,Not as Described,Rejected,0.0,151.73,0.0
701570,908354,2024-05-03,Defective/Damaged,Rejected,0.0,118.12,0.0
701571,908355,2024-11-20,Size/Fit Issue,Approved,3000.0,148.25,510.0
701572,908373,2024-06-11,Defective/Damaged,Approved,9510.0,152.06,570.6
701573,908374,2025-01-19,Size/Fit Issue,Approved,2560.0,97.58,435.2
701574,908381,2024-11-11,Not as Described,Approved,10800.0,93.13,2322.0
701575,908386,2024-11-22,Defective/Damaged,Approved,810.0,146.76,117.45
701576,908394,2025-02-05,Size/Fit Issue,Approved,4740.0,116.8,402.9
701577,908398,2024-06-14,Defective/Damaged,Approved,3900.0,159.08,663.0
701578,908409,2025-02-18,Not as Described,Approved,1990.0,177.57,358.2
701579,908415,2025-02-20,Defective/Damaged,Approved,810.0,99.95,125.55
701580,908417,2025-03-19,Not as Described,Approved,1130.0,158.52,175.15
701581,908422,2024-08-20,Size/Fit Issue,Rejected,0.0,121.06,0.0
701582,908423,2024-11-13,Not as Described,Approved,2450.0,125.16,441.0
701583,908426,2025-01-08,Size/Fit Issue,Approved,970.0,72.95,157.62
701584,908432,2024-05-26,Defective/Damaged,Rejected,0.0,74.16,0.0
701585,908433,2025-01-06,Size/Fit Issue,Approved,1960.0,153.07,318.5
701586,908448,2025-01-26,Changed Mind,Approved,910.0,146.35,141.05
701587,908450,2024-09-23,Not as Described,Approved,2780.0,173.57,215.45
701588,908451,2024-09-01,Not as Described,Approved,1190.0,166.79,193.38
701589,908455,2024-12-26,Size/Fit Issue,Approved,3000.0,114.17,510.0
701590,908457,2024-09-21,Size/Fit Issue,Approved,1870.0,156.0,303.88
701591,908459,2024-09-21,Changed Mind,Approved,3740.0,122.0,635.8
701592,908470,2024-08-15,Not as Described,Approved,3170.0,67.71,570.6
701593,908478,2024-06-11,Changed Mind,Approved,1990.0,163.84,358.2
701594,908479,2025-03-18,Size/Fit Issue,Approved,1510.0,139.15,245.38
701595,908486,2025-01-07,Changed Mind,Approved,910.0,62.64,141.05
701596,908497,2025-03-06,Not as Described,Approved,3480.0,175.75,313.2
701597,908503,2024-12-16,Defective/Damaged,Approved,13140.0,131.6,2825.1
701598,908506,2024-09-11,Not as Described,Approved,540.0,111.12,78.3
701599,908507,2025-02-28,Changed Mind,Approved,1780.0,93.14,137.95
701600,908508,2024-06-01,Defective/Damaged,Rejected,0.0,150.65,0.0
701601,908510,2024-06-03,Size/Fit Issue,Approved,2150.0,72.91,349.38
701602,908516,2024-12-16,Size/Fit Issue,Approved,4740.0,112.71,402.9
701603,908523,2024-10-09,Size/Fit Issue,Approved,1960.0,135.93,318.5
701604,908527,2024-12-29,Not as Described,Approved,1130.0,149.52,175.15
701605,908530,2025-01-04,Changed Mind,Approved,1390.0,146.48,215.45
701606,908532,2025-01-14,Changed Mind,Approved,2560.0,151.28,435.2
701607,908538,2024-10-19,Defective/Damaged,Approved,32400.0,89.29,2322.0
701608,908542,2024-06-14,Changed Mind,Approved,3900.0,60.85,663.0
701609,908546,2024-05-21,Defective/Damaged,Approved,3020.0,139.82,245.38
701610,908554,2024-08-07,Changed Mind,Approved,890.0,82.85,137.95
701611,908560,2024-05-03,Size/Fit Issue,Approved,3900.0,123.06,663.0
701612,908569,2025-01-25,Defective/Damaged,Approved,1110.0,126.67,180.38
701613,908571,2025-01-22,Changed Mind,Rejected,0.0,149.53,0.0
701614,908581,2025-03-20,Size/Fit Issue,Approved,2910.0,169.14,157.62
701615,908585,2024-05-07,Size/Fit Issue,Approved,6740.0,110.99,572.9
701616,908587,2025-01-09,Size/Fit Issue,Approved,970.0,78.86,157.62
701617,908588,2024-05-01,Not as Described,Approved,1290.0,91.06,199.95
701618,908590,2024-05-07,Not as Described,Approved,1110.0,81.67,180.38
701619,908593,2024-06-20,Size/Fit Issue,Rejected,0.0,80.31,0.0
701620,908595,2024-11-02,Changed Mind,Approved,1130.0,127.99,175.15
701621,908601,2025-02-14,Size/Fit Issue,Approved,2370.0,114.08,402.9
701622,908605,2024-10-08,Size/Fit Issue,Approved,970.0,108.24,157.62
701623,908612,2024-12-24,Size/Fit Issue,Approved,2150.0,139.22,349.38
701624,908624,2025-01-06,Defective/Damaged,Approved,3700.0,147.02,629.0
701625,908633,2024-06-11,Wrong Item Delivered,Approved,1080.0,67.92,194.4
701626,908634,2024-08-21,Size/Fit Issue,Approved,2600.0,146.59,442.0
701627,908646,2024-09-04,Size/Fit Issue,Approved,1960.0,176.21,318.5
701628,908647,2025-01-01,Not as Described,Approved,3020.0,113.63,245.38
701629,908649,2024-09-12,Defective/Damaged,Approved,3920.0,136.1,318.5
701630,908653,2025-03-28,Size/Fit Issue,Rejected,0.0,74.09,0.0
701631,908658,2024-09-19,Size/Fit Issue,Rejected,0.0,110.71,0.0
701632,908672,2024-06-15,Size/Fit Issue,Approved,3000.0,171.62,510.0
701633,908676,2024-08-18,Wrong Item Delivered,Approved,2780.0,156.1,215.45
701634,908680,2024-08-23,Defective/Damaged,Rejected,0.0,100.4,0.0
701635,908687,2025-01-08,Size/Fit Issue,Approved,970.0,154.11,157.62
701636,908690,2024-07-13,Changed Mind,Rejected,0.0,105.84,0.0
701637,908694,2025-03-25,Not as Described,Approved,13140.0,72.58,2825.1
701638,908705,2024-10-30,Not as Described,Approved,1110.0,143.12,180.38
701639,908709,2025-03-03,Changed Mind,Approved,11100.0,87.6,629.0
701640,908715,2024-08-15,Defective/Damaged,Approved,12810.0,123.84,2754.15
701641,908719,2024-07-18,Better Price Found,Approved,27580.0,71.93,2964.85
701642,908741,2024-07-17,Changed Mind,Approved,2260.0,77.39,175.15
701643,908744,2024-07-12,Changed Mind,Approved,1290.0,111.68,199.95
701644,908750,2024-08-17,Size/Fit Issue,Approved,1870.0,163.36,303.88
701645,908754,2025-03-09,Not as Described,Approved,410.0,96.04,59.45
701646,908757,2025-03-03,Changed Mind,Approved,2150.0,158.12,349.38
701647,908759,2025-01-07,Defective/Damaged,Approved,7480.0,106.53,635.8
701648,908761,2025-03-06,Size/Fit Issue,Approved,2370.0,168.12,402.9
701649,908763,2024-12-09,Not as Described,Approved,3150.0,120.52,567.0
701650,908764,2025-03-16,Size/Fit Issue,Approved,2150.0,60.1,349.38
701651,908770,2024-10-23,Changed Mind,Rejected,0.0,91.31,0.0
701652,908775,2024-09-10,Defective/Damaged,Approved,25620.0,69.58,2754.15
701653,908779,2025-03-28,Not as Described,Approved,2910.0,115.36,157.62
701654,908791,2024-11-18,Changed Mind,Approved,2450.0,149.25,441.0
701655,908795,2024-12-16,Size/Fit Issue,Approved,3740.0,83.95,635.8
701656,908807,2024-05-25,Changed Mind,Approved,2260.0,83.72,175.15
701657,908813,2024-10-30,Not as Described,Approved,11100.0,124.33,629.0
701658,908829,2024-06-18,Not as Described,Approved,2250.0,142.88,405.0
701659,908831,2024-10-10,Not as Described,Approved,13140.0,121.29,2825.1
701660,908833,2024-09-02,Changed Mind,Approved,2260.0,131.67,175.15
701661,908864,2024-04-22,Changed Mind,Approved,2450.0,169.1,441.0
701662,908869,2024-09-05,Defective/Damaged,Approved,2600.0,117.96,442.0
701663,908874,2024-07-12,Wrong Item Delivered,Approved,1320.0,174.59,204.6
701664,908885,2025-02-28,Not as Described,Approved,1130.0,64.82,175.15
701665,908886,2024-11-12,Defective/Damaged,Approved,12810.0,134.54,2754.15
701666,908906,2024-07-11,Wrong Item Delivered,Approved,3150.0,134.07,567.0
701667,908916,2024-05-27,Size/Fit Issue,Rejected,0.0,134.99,0.0
701668,908942,2024-10-21,Defective/Damaged,Approved,13790.0,83.72,2964.85
701669,908964,2024-09-29,Defective/Damaged,Approved,9950.0,62.33,2139.25
701670,908973,2024-07-29,Size/Fit Issue,Approved,3740.0,172.97,635.8
701671,908982,2024-07-11,Changed Mind,Approved,1990.0,105.76,358.2
701672,908984,2024-07-12,Size/Fit Issue,Approved,2560.0,119.79,435.2
701673,908985,2024-12-28,Defective/Damaged,Approved,1080.0,63.28,194.4
701674,908987,2024-11-11,Defective/Damaged,Approved,10800.0,128.72,2322.0
701675,908991,2024-10-24,Defective/Damaged,Approved,740.0,177.24,107.3
701676,908993,2024-09-09,Size/Fit Issue,Approved,2560.0,152.84,435.2
